上报收费站ID,上报收费站名称,上报收费归属省份,上报收费站经度,上报收费站纬度,电子地图收费站ID,电子地图ID,电子地图收费站名称,电子地图收费站归属省份,电子地图收费经度,电子地图收费站纬度,互联网地图1收费站ID,互联网地图1收费站名称,互联网地图1收费站归属省份,互联网地图1收费站经度,互联网地图1收费站纬度,确认收费站ID,确认收费站名称,确认收费站归属省份,确认收费站类型,确认收费站经度,确认收费站纬度,确认数据经纬度来源（0：互联网1；    1：上报收费站；2：电子地图；3:缺失）
G0022620050010,巉口,gansu,104.531099,35.717779,G0022620050010,2110026031,巉口收费站,gansu,104.53336,35.7176,G0022620050010,巉口收费站,GAN_SU,104.533328,35.717339,G0022620050010,巉口收费站,gansu,RAMP_PLAZA,104.533328,35.717339,0
G0030620040010,兰州北,gansu,103.823334,36.11539,G0030620040010,2110026041,兰州北收费站,gansu,103.82753,36.11833,G0030620040010,兰州北收费站,GAN_SU,103.825975,36.114705,G0030620040010,兰州北收费站,gansu,RAMP_PLAZA,103.825975,36.114705,0
S0022410020010,内黄,henan,,,S0022410020010,,,,,,S0022410020010,内黄收费站,HE_NAN,114.876721,36.021004,S0022410020010,内黄收费站,henan,RAMP_PLAZA,114.876721,36.021004,0
G0018150040070,察汗淖,neimenggu,,,G0018150040070,,,,,,G0018150040070,察汗淖收费站,NEI_MENG_GU,,,G0018150040070,察汗淖收费站,neimenggu,,,,3
G0001210020010,铁岭新区,liaoning,123.729685,42.200098,G0001210020010,,,,,,G0001210020010,铁岭新区收费站,LIAO_NING,123.735643,42.202253,G0001210020010,铁岭新区收费站,liaoning,RAMP_PLAZA,123.735643,42.202253,0
G0011210010050,枫林谷,liaoning,125.28019,41.127402,G0011210010050,,,,,,G0011210010050,枫林谷收费站,LIAO_NING,125.286325,41.129315,G0011210010050,枫林谷收费站,liaoning,RAMP_PLAZA,125.286325,41.129315,0
G0011210020050,栗子房,liaoning,123.416167,39.873853,G0011210020050,2110007435,栗子房收费站,liaoning,123.42219,39.87545,G0011210020050,栗子房收费站,LIAO_NING,123.422065,39.875502,G0011210020050,栗子房收费站,liaoning,RAMP_PLAZA,123.422065,39.875502,0
G0011210020070,吴炉,liaoning,123.069832,39.777555,G0011210020070,2110007504,吴炉收费站,liaoning,123.07539,39.77911,G0011210020070,吴炉收费站,LIAO_NING,123.07532,39.779128,G0011210020070,吴炉收费站,liaoning,RAMP_PLAZA,123.07532,39.779128,0
G0011210040020,十里岗南,liaoning,121.758637,39.069285,G0011210040020,2110007630,十里岗南收费站,liaoning,121.76383,39.07027,G0011210040020,十里岗南收费站,LIAO_NING,121.763794,39.070269,G0011210040020,十里岗南收费站,liaoning,RAMP_PLAZA,121.763794,39.070269,0
G0015210010140,西柳,liaoning,122.640195,40.852933,G0015210010140,2110007668,西柳收费站,liaoning,122.64518,40.85437,G0015210010140,西柳收费站,LIAO_NING,122.645364,40.854255,G0015210010140,西柳收费站,liaoning,RAMP_PLAZA,122.645364,40.854255,0
G0015210010190,沙岗子,liaoning,122.255008,40.350602,G0015210010190,2110007400,沙岗子收费站,liaoning,122.26013,40.35196,G0015210010190,沙岗子收费站,LIAO_NING,122.260197,40.351996,G0015210010190,沙岗子收费站,liaoning,RAMP_PLAZA,122.260197,40.351996,0
G0015210010290,海湾北,liaoning,121.817065,39.390383,G0015210010290,2110007786,海湾北收费站,liaoning,121.82229,39.39148,G0015210010290,海湾北收费站,LIAO_NING,121.822049,39.391483,G0015210010290,海湾北收费站,liaoning,RAMP_PLAZA,121.822049,39.391483,0
G0016210010060,大庙,liaoning,120.273493,41.685127,G0016210010060,2110007460,大庙收费站,liaoning,120.27919,41.6874,G0016210010060,大庙收费站,LIAO_NING,120.279321,41.687442,G0016210010060,大庙收费站,liaoning,RAMP_PLAZA,120.279321,41.687442,0
G0016210040010,旗口,liaoning,122.423273,40.866212,G0016210040010,2110007495,旗口收费站,liaoning,122.42867,40.86811,G0016210040010,旗口收费站,LIAO_NING,122.428795,40.86814,G0016210040010,旗口收费站,liaoning,RAMP_PLAZA,122.428795,40.86814,0
G0025210020060,阜新东,liaoning,121.780099,42.106851,G0025210020060,2110007757,阜新东收费站,liaoning,121.78611,42.10918,G0025210020060,阜新东收费站,LIAO_NING,121.786095,42.109108,G0025210020060,阜新东收费站,liaoning,RAMP_PLAZA,121.786095,42.109108,0
G0091210010060,黄泥洼,liaoning,122.919789,41.337441,G0091210010060,2110007508,黄泥洼收费站,liaoning,122.92527,41.34033,G0091210010060,黄泥洼收费站,LIAO_NING,122.92537,41.340362,G0091210010060,黄泥洼收费站,liaoning,RAMP_PLAZA,122.92537,41.340362,0
G1113210050030,边牛,liaoning,123.691938,41.498498,G1113210050030,2110007493,边牛收费站,liaoning,123.69767,41.50049,G1113210050030,边牛收费站,LIAO_NING,123.697633,41.500579,G1113210050030,边牛收费站,liaoning,RAMP_PLAZA,123.697633,41.500579,0
S0017210010020,鴜鹭树,liaoning,124.128032,42.98284,S0017210010020,2110007842,鴜鹭树收费站,liaoning,124.1339,42.98567,S0017210010020,鴜鹭树收费站,LIAO_NING,124.133857,42.985764,S0017210010020,鴜鹭树收费站,liaoning,RAMP_PLAZA,124.133857,42.985764,0
G5013510010130,李家,sichuan,,,G5013510010130,,,,,,G5013510010130,李家收费站,SI_CHUAN,105.478988,29.804343,G5013510010130,李家收费站,sichuan,RAMP_PLAZA,105.478988,29.804343,0
G5012510020030,巴达碑庙,sichuan,,,G5012510020030,,,,,,G5012510020030,碑庙收费站,SI_CHUAN,107.342642,31.43398,G5012510020030,碑庙收费站,sichuan,RAMP_PLAZA,107.342642,31.43398,0
S0070640010010,彭阳,ningxia,,,S0070640010010,2110134650,彭阳收费站,ningxia,106.60081,35.86403,S0070640010010,彭阳收费站,NING_XIA,106.60072,35.864,S0070640010010,彭阳收费站,ningxia,MAIN_LINE_PLAZA,106.60072,35.864,0
S0032130010050,井儿沟,hebei,114.363047,40.152945,S0032130010050,2110019467,井儿沟收费站,hebei,114.363,40.15299,S0032130010050,井儿沟收费站,HE_BEI,114.362923,40.152864,S0032130010050,井儿沟收费站,hebei,RAMP_PLAZA,114.362923,40.152864,0
G0070360010020,昌九路荷花垄,jiangxi,,,G0070360010020,,,,,,G0070360010020,荷花垄收费站,JIANG_XI,116.02615,29.716494,G0070360010020,荷花垄收费站,jiangxi,RAMP_PLAZA,116.02615,29.716494,0
S0016440010030,灌村,guangdong,113.722171,23.578564,S0016440010030,,,,,,S0016440010030,灌村收费站,GUANG_DONG,113.727328,23.575989,S0016440010030,灌村收费站,guangdong,RAMP_PLAZA,113.727328,23.575989,0
G0001210030020,朱尔屯,liaoning,123.484982,41.901298,G0001210030020,2110052845,朱尔屯收费站,liaoning,123.49098,41.9032,G0001210030020,朱尔屯收费站,LIAO_NING,123.490815,41.903718,G0001210030020,朱尔屯收费站,liaoning,RAMP_PLAZA,123.490815,41.903718,0
G4513210010010,玉龙新城,liaoning,121.696277,42.055935,G4513210010010,2110053963,玉龙新城收费站,liaoning,121.70191,42.05791,G4513210010010,玉龙新城收费站,LIAO_NING,121.701943,42.057948,G4513210010010,玉龙新城收费站,liaoning,RAMP_PLAZA,121.701943,42.057948,0
G0001210010010,毛家店,liaoning,124.394188,43.086128,G0001210010010,,,,,,G0001210010010,毛家店收费站,LIAO_NING,124.397272,43.084313,G0001210010010,毛家店收费站,liaoning,PROVINCE_STATION_COMMON,124.397272,43.084313,0
G0003350010120,南雅,fujian,,,G0003350010120,2110031680,南雅收费站,fujian,118.3144,26.85872,G0003350010120,南雅收费站,FU_JIAN,118.314197,26.858729,G0003350010120,南雅收费站,fujian,MAIN_LINE_PLAZA,118.314197,26.858729,0
G0076350030050,漳州北,fujian,,,G0076350030050,2110031393,漳州北收费站,fujian,117.7149,24.54321,G0076350030050,漳州北收费站,FU_JIAN,117.714759,24.543216,G0076350030050,漳州北收费站,fujian,MAIN_LINE_PLAZA,117.714759,24.543216,0
G4012350010040,寿宁斜滩,fujian,,,G4012350010040,2110133805,寿宁斜滩收费站,fujian,119.55526,27.25642,G4012350010040,寿宁斜滩收费站,FU_JIAN,119.555244,27.256344,G4012350010040,寿宁斜滩收费站,fujian,MAIN_LINE_PLAZA,119.555244,27.256344,0
G0025350010020,松溪旧县,fujian,,,G0025350010020,2110045149,松溪旧县收费站,fujian,118.87191,27.59296,G0025350010020,松溪旧县收费站,FU_JIAN,118.872131,27.592753,G0025350010020,松溪旧县收费站,fujian,MAIN_LINE_PLAZA,118.872131,27.592753,0
G0003350040020,闽侯洋里,fujian,,,G0003350040020,,,,,,G0003350040020,闽侯洋里收费站,FU_JIAN,118.957124,26.351871,G0003350040020,闽侯洋里收费站,fujian,MAIN_LINE_PLAZA,118.957124,26.351871,0
G0076350050020,长汀,fujian,,,G0076350050020,2110031287,长汀收费站,fujian,116.32539,25.77043,G0076350050020,长汀收费站,FU_JIAN,116.325406,25.770425,G0076350050020,长汀收费站,fujian,MAIN_LINE_PLAZA,116.325406,25.770425,0
G0076350050070,蛟洋,fujian,,,G0076350050070,2110031824,蛟洋收费站,fujian,116.70346,25.21829,G0076350050070,蛟洋收费站,FU_JIAN,116.703327,25.218122,G0076350050070,蛟洋收费站,fujian,MAIN_LINE_PLAZA,116.703327,25.218122,0
G0015350030020,连江,fujian,,,G0015350030020,2110031517,连江收费站,fujian,119.5482,26.22343,G0015350030020,连江收费站,FU_JIAN,119.547901,26.22339,G0015350030020,连江收费站,fujian,MAIN_LINE_PLAZA,119.547901,26.22339,0
G0045410010010,大广豫冀省界,henan,,,G0045410010010,,,,,,G0045410010010,大广豫冀省界收费站,HE_NAN,115.147837,36.207947,G0045410010010,大广豫冀省界收费站,henan,PROVINCE_STATION_INDEPENDENT,115.147837,36.207947,0
G015W320010010,董浜,jiangsu,120.913755,31.651409,G015W320010010,2110028091,董浜收费站,jiangsu,120.91782,31.64915,G015W320010010,董浜收费站,JIANG_SU,120.917934,31.649105,G015W320010010,董浜收费站,jiangsu,RAMP_PLAZA,120.917934,31.649105,0
G0204320030010,204国道新兴,jiangsu,120.069,33.471,G0204320030010,,,,,,G0204320030010,国道新兴收费站,JIANG_SU,120.069014,33.470725,G0204320030010,国道新兴收费站,jiangsu,MAIN_LINE_PLAZA,120.069014,33.470725,0
G0204320040010,204国道东台,jiangsu,120.326,32.719,G0204320040010,,,,,,G0204320040010,国道东台收费站,JIANG_SU,120.331525,32.716501,G0204320040010,国道东台收费站,jiangsu,MAIN_LINE_PLAZA,120.331525,32.716501,0
G0056530010060,宣威城北,yunnan,104.134613,26.282712,G0056530010060,2110133916,宣威城北收费站,yunnan,104.13716,26.27938,G0056530010060,宣威城北收费站,YUN_NAN,104.132371,26.280294,G0056530010060,宣威城北收费站,yunnan,RAMP_PLAZA,104.132371,26.280294,0
G5611530010010,云浪,yunnan,100.328795,25.615444,G5611530010010,,,,,,G5611530010010,大理东(云浪)收费站,YUN_NAN,100.331151,25.610066,G5611530010010,大理东(云浪)收费站,yunnan,RAMP_PLAZA,100.331151,25.610066,0
S0215530020050,建水,yunnan,102.838073,23.646965,S0215530020050,2110015657,建水收费站,yunnan,102.84123,23.6416,S0215530020050,建水收费站,YUN_NAN,102.841119,23.641517,S0215530020050,建水收费站,yunnan,RAMP_PLAZA,102.841119,23.641517,0
G0060310010020,G60松江,shanghai,121.226058,31.020019,G0060310010020,,,,,,G0060310010020,松江收费站,SHANG_HAI,121.230351,31.017871,G0060310010020,松江收费站,shanghai,RAMP_PLAZA,121.230351,31.017871,0
S0032310010020,S32川南奉公路,shanghai,121.4542,31.545,S0032310010020,,,,,,S0032310010020,川南奉公路收费站,SHANG_HAI,121.765938,31.093999,S0032310010020,川南奉公路收费站,shanghai,RAMP_PLAZA,121.765938,31.093999,0
S0002310010050,S2临港,shanghai,121.801157,30.918575,S0002310010050,,,,,,S0002310010050,临港收费站,SHANG_HAI,121.805357,30.91594,S0002310010050,临港收费站,shanghai,RAMP_PLAZA,121.805357,30.91594,0
G1501310020070,G1501闻居路,shanghai,121.769456,31.133975,G1501310020070,,,,,,G1501310020070,闻居路收费站,SHANG_HAI,121.769599,31.13371,G1501310020070,闻居路收费站,shanghai,RAMP_PLAZA,121.769599,31.13371,0
S0036310010030,S36枫泾,shanghai,121.070196,30.861147,S0036310010030,,,,,,S0036310010030,枫泾收费站,SHANG_HAI,121.063858,30.855144,S0036310010030,枫泾收费站,shanghai,PROVINCE_STATION_INDEPENDENT,121.063858,30.855144,0
S0077520020020,丹霞,guizhou,,,S0077520020020,,,,,,S0077520020020,丹霞收费站,GUI_ZHOU,104.590946,25.648275,S0077520020020,丹霞收费站,guizhou,RAMP_PLAZA,104.590946,25.648275,0
S0077520020030,民主,guizhou,,,S0077520020030,,,,,,S0077520020030,民主收费站,GUI_ZHOU,104.636575,25.592596,S0077520020030,民主收费站,guizhou,RAMP_PLAZA,104.636575,25.592596,0
S0025520010030,沿河,guizhou,,,S0025520010030,,,,,,S0025520010030,沿河收费站,GUI_ZHOU,108.478382,28.530775,S0025520010030,沿河收费站,guizhou,RAMP_PLAZA,108.478382,28.530775,0
S0025520010040,官舟,guizhou,,,S0025520010040,,,,,,S0025520010040,官舟收费站,GUI_ZHOU,108.335031,28.545837,S0025520010040,官舟收费站,guizhou,RAMP_PLAZA,108.335031,28.545837,0
S0082520020050,王庄,guizhou,,,S0082520020050,,,,,,S0082520020050,王庄收费站,GUI_ZHOU,106.265571,26.789055,S0082520020050,王庄收费站,guizhou,RAMP_PLAZA,106.265571,26.789055,0
S0089520010020,林卡,guizhou,,,S0089520010020,,,,,,S0089520010020,林卡收费站,GUI_ZHOU,106.563159,26.324974,S0089520010020,林卡收费站,guizhou,RAMP_PLAZA,106.563159,26.324974,0
G0078520010070,鲁屯,guizhou,,,G0078520010070,2110014286,鲁屯收费站,guizhou,105.11002,25.16775,G0078520010070,鲁屯收费站,GUI_ZHOU,105.110019,25.167739,G0078520010070,鲁屯收费站,guizhou,RAMP_PLAZA,105.110019,25.167739,0
S0050520010070,乐运,guizhou,,,S0050520010070,2110054203,乐运收费站,guizhou,105.86322,25.56136,S0050520010070,乐运收费站,GUI_ZHOU,105.863291,25.561298,S0050520010070,乐运收费站,guizhou,RAMP_PLAZA,105.863291,25.561298,0
G7611520010020,陡箐,guizhou,,,G7611520010020,2110062157,陡箐收费站,guizhou,105.16213,26.45487,G7611520010020,陡箐收费站,GUI_ZHOU,105.162126,26.454861,G7611520010020,陡箐收费站,guizhou,RAMP_PLAZA,105.162126,26.454861,0
G7611520010050,六枝西,guizhou,,,G7611520010050,2110070791,六枝西收费站,guizhou,105.43043,26.25905,G7611520010050,六枝西收费站,GUI_ZHOU,105.430319,26.25917,G7611520010050,六枝西收费站,guizhou,RAMP_PLAZA,105.430319,26.25917,0
G0010230040140,亚布力,heilongjiang,128.565,44.919,G0010230040140,2110020378,亚布力收费站,heilongjiang,128.57295,44.91696,G0010230040140,亚布力收费站,HEI_LONG_JIANG,128.572847,44.91685,G0010230040140,亚布力收费站,heilongjiang,RAMP_PLAZA,128.572847,44.91685,0
G0010230010050,奈门沁,heilongjiang,123.862357,47.426521,G0010230010050,2110020711,奈门沁收费站,heilongjiang,123.85652,47.42045,G0010230010050,奈门沁收费站,HEI_LONG_JIANG,123.856398,47.420493,G0010230010050,奈门沁收费站,heilongjiang,RAMP_PLAZA,123.856398,47.420493,0
G0010230030030,承平,heilongjiang,125.450509,46.257821,G0010230030030,2110020522,承平收费站,heilongjiang,125.45762,46.25983,G0010230030030,承平收费站,HEI_LONG_JIANG,125.457778,46.25985,G0010230030030,承平收费站,heilongjiang,RAMP_PLAZA,125.457778,46.25985,0
G1011230030030,依兰,heilongjiang,129.574127,46.298508,G1011230030030,2110020526,依兰收费站,heilongjiang,129.57402,46.29855,G1011230030030,依兰收费站,HEI_LONG_JIANG,129.574066,46.298579,G1011230030030,依兰收费站,heilongjiang,RAMP_PLAZA,129.574066,46.298579,0
G0094440090010,荔城,guangdong,113.771491,23.251946,G0094440090010,,,,,,G0094440090010,荔城收费站,GUANG_DONG,113.771809,23.251817,G0094440090010,荔城收费站,guangdong,RAMP_PLAZA,113.771809,23.251817,0
G0085500010047,三圣,chongqing,29.87071,106.619144,G0085500010047,,,,,,G0085500010047,三圣收费站,CHONG_QING,106.612464,29.864911,G0085500010047,三圣收费站,chongqing,RAMP_PLAZA,106.612464,29.864911,0
S0060410060020,五里堡,henan,,,S0060410060020,,,,,,S0060410060020,五里堡收费站,HE_NAN,,,S0060410060020,五里堡收费站,henan,RAMP_PLAZA,,,3
S0081410010010,商周商丘西,henan,,,S0081410010010,,,,,,S0081410010010,商周商丘西收费站,HE_NAN,115.564248,34.47607,S0081410010010,商周商丘西收费站,henan,RAMP_PLAZA,115.564248,34.47607,0
S0081410030020,淮阳,henan,,,S0081410030020,2110022451,淮阳收费站,henan,114.8493,33.77202,S0081410030020,淮阳收费站,HE_NAN,114.849348,33.772089,S0081410030020,淮阳收费站,henan,RAMP_PLAZA,114.849348,33.772089,0
G0065510010070,达陕厂溪,sichuan,,,G0065510010070,,,,,,G0065510010070,厂溪收费站,SI_CHUAN,107.966083,31.700899,G0065510010070,厂溪收费站,sichuan,RAMP_PLAZA,107.966083,31.700899,0
S0001510020010,成绵复高新区,sichuan,,,S0001510020010,,,,,,S0001510020010,高新区收费站,SI_CHUAN,104.566424,31.430381,S0001510020010,高新区收费站,sichuan,RAMP_PLAZA,104.566424,31.430381,0
S0001510020080,成绵复什邡西,sichuan,,,S0001510020080,,,,,,S0001510020080,什邡西收费站,SI_CHUAN,104.091442,31.105359,S0001510020080,什邡西收费站,sichuan,RAMP_PLAZA,104.091442,31.105359,0
S0002510010050,巴南五福,sichuan,,,S0002510010050,,,,,,S0002510010050,五福收费站,SI_CHUAN,106.412765,31.411442,S0002510010050,五福收费站,sichuan,RAMP_PLAZA,106.412765,31.411442,0
S0040510430020,遂资横山,sichuan,,,S0040510430020,,,,,,S0040510430020,横山收费站,SI_CHUAN,105.451108,30.488427,S0040510430020,横山收费站,sichuan,RAMP_PLAZA,105.451108,30.488427,0
S0066510010010,乐自乐山港,sichuan,,,S0066510010010,,,,,,S0066510010010,乐山港收费站,SI_CHUAN,103.748683,29.518814,S0066510010010,乐山港收费站,sichuan,RAMP_PLAZA,103.748683,29.518814,0
G0020640010040,古窑子,ningxia,,,G0020640010040,2110003185,古窑子收费站,ningxia,106.62601,38.11988,G0020640010040,古窑子收费站,NING_XIA,106.625961,38.119914,G0020640010040,古窑子收费站,ningxia,MAIN_LINE_PLAZA,106.625961,38.119914,0
G0002320010150,江都真武,jiangsu,119.574534,32.572307,G0002320010150,2110028799,江都真武收费站,jiangsu,119.56806,32.56662,G0002320010150,江都真武收费站,JIANG_SU,119.568031,32.566614,G0002320010150,江都真武收费站,jiangsu,RAMP_PLAZA,119.568031,32.566614,0
G0025320040040,铁山寺,jiangsu,118.7373,32.816538,G0025320040040,2110028443,铁山寺收费站,jiangsu,118.73721,32.81658,G0025320040040,铁山寺收费站,JIANG_SU,118.737243,32.816579,G0025320040040,铁山寺收费站,jiangsu,RAMP_PLAZA,118.737243,32.816579,0
G0050320010070,七都,jiangsu,120.508595,30.974381,G0050320010070,2110028345,七都收费站,jiangsu,120.50208,30.9683,G0050320010070,七都收费站,JIANG_SU,120.502094,30.968137,G0050320010070,七都收费站,jiangsu,RAMP_PLAZA,120.502094,30.968137,0
G2513320020020,泗阳东,jiangsu,118.692694,33.645278,G2513320020020,,,,,,G2513320020020,泗阳东收费站,JIANG_SU,118.6971,33.643815,G2513320020020,泗阳东收费站,jiangsu,RAMP_PLAZA,118.6971,33.643815,0
S0065320010020,徐明苏皖省界,jiangsu,117.647304,34.021596,S0065320010020,,,,,,S0065320010020,徐明苏皖省界收费站,JIANG_SU,,,S0065320010020,徐明苏皖省界收费站,jiangsu,PROVINCE_STATION_COMMON,117.647304,34.021596,1
S0231320010010,231省道兴化,jiangsu,119.862709,33.157278,S0231320010010,,,,,,S0231320010010,省道兴化收费站,JIANG_SU,119.85641,33.149768,S0231320010010,省道兴化收费站,jiangsu,MAIN_LINE_PLAZA,119.85641,33.149768,0
S0240320010010,常州市金坛区金宜公路儒林,jiangsu,119.652666,31.628055,S0240320010010,,,,,,S0240320010010,儒林收费站,JIANG_SU,119.656671,31.631031,S0240320010010,儒林收费站,jiangsu,MAIN_LINE_PLAZA,119.656671,31.631031,0
S0101500090020,旧县,chongqing,106.220801,29.887405,S0101500090020,2110067439,旧县收费站,chongqing,106.21462,29.88091,S0101500090020,旧县收费站,CHONG_QING,106.214426,29.880848,S0101500090020,旧县收费站,chongqing,RAMP_PLAZA,106.214426,29.880848,0
S0035520010030,牛场,guizhou,,,S0035520010030,2110062167,牛场收费站,guizhou,107.45489,26.89523,S0035520010030,牛场收费站,GUI_ZHOU,107.454687,26.895164,S0035520010030,牛场收费站,guizhou,RAMP_PLAZA,107.454687,26.895164,0
S0055520020010,泮水西,guizhou,,,S0055520020010,,,,,,S0055520020010,泮水西收费站,GUI_ZHOU,106.323602,27.499916,S0055520020010,泮水西收费站,guizhou,RAMP_PLAZA,106.323602,27.499916,0
G0056520030100,响水,guizhou,,,G0056520030100,2110050384,响水收费站,guizhou,105.52012,27.23413,G0056520030100,响水收费站,GUI_ZHOU,105.520223,27.2342,G0056520030100,响水收费站,guizhou,RAMP_PLAZA,105.520223,27.2342,0
G0060520060040,永宁,guizhou,,,G0060520060040,2110014025,永宁收费站,guizhou,105.4942,25.90166,G0060520060040,永宁收费站,GUI_ZHOU,105.494148,25.901646,G0060520060040,永宁收费站,guizhou,RAMP_PLAZA,105.494148,25.901646,0
G0076520030020,织金洞南,guizhou,,,G0076520030020,2110071635,织金洞南收费站,guizhou,105.86726,26.71032,G0076520030020,织金洞南收费站,GUI_ZHOU,105.867588,26.710078,G0076520030020,织金洞南收费站,guizhou,RAMP_PLAZA,105.867588,26.710078,0
G0056520020090,深溪,guizhou,,,G0056520020090,2110051720,深溪收费站,guizhou,106.97088,27.60378,G0056520020090,深溪收费站,GUI_ZHOU,106.970561,27.603629,G0056520020090,深溪收费站,guizhou,RAMP_PLAZA,106.970561,27.603629,0
G0069520010050,正安北,guizhou,,,G0069520010050,,,,,,G0069520010050,正安北收费站,GUI_ZHOU,107.452697,28.623083,G0069520010050,正安北收费站,guizhou,RAMP_PLAZA,107.452697,28.623083,0
S0081440010020,北环广汕,guangdong,113.323161,23.169075,S0081440010020,,,,,,S0081440010020,北环广汕收费站,GUANG_DONG,113.299162,23.148412,S0081440010020,北环广汕收费站,guangdong,RAMP_PLAZA,113.299162,23.148412,0
S0041440010160,白云新城,guangdong,113.256318,23.184337,S0041440010160,,,,,,S0041440010160,白云新城收费站,GUANG_DONG,113.261545,23.181644,S0041440010160,白云新城收费站,guangdong,RAMP_PLAZA,113.261545,23.181644,0
G15W3440010010,古巷,guangdong,116.557157,23.688815,G15W3440010010,,,,,,G15W3440010010,古巷收费站,GUANG_DONG,116.55052,23.682983,G15W3440010010,古巷收费站,guangdong,RAMP_PLAZA,116.55052,23.682983,0
S0051440010030,河朗,guangdong,111.841832,22.551268,S0051440010030,,,,,,S0051440010030,河朗收费站,GUANG_DONG,,,S0051440010030,河朗收费站,guangdong,RAMP_PLAZA,111.841832,22.551268,1
G0035440010070,黄陂,guangdong,115.727325,24.404532,G0035440010070,,,,,,G0035440010070,黄陂收费站,GUANG_DONG,115.730654,24.40174,G0035440010070,黄陂收费站,guangdong,RAMP_PLAZA,115.730654,24.40174,0
S0047440012060,珠海西,guangdong,113.374967,22.180688,S0047440012060,,,,,,S0047440012060,珠海西收费站,GUANG_DONG,113.151526,22.208432,S0047440012060,珠海西收费站,guangdong,MAIN_LINE_PLAZA,113.151526,22.208432,0
G0093510020020,绵遂射洪玉太,sichuan,,,G0093510020020,,,,,,G0093510020020,射洪玉太收费站,SI_CHUAN,105.389045,30.919166,G0093510020020,射洪玉太收费站,sichuan,RAMP_PLAZA,105.389045,30.919166,0
G0075510020050,广南天宫院,sichuan,,,G0075510020050,,,,,,G0075510020050,天宫院收费站,SI_CHUAN,105.938608,31.431966,G0075510020050,天宫院收费站,sichuan,RAMP_PLAZA,105.938608,31.431966,0
G0056520010090,印江,guizhou,,,G0056520010090,2110054175,印江收费站,guizhou,108.3865,27.97899,G0056520010090,印江收费站,GUI_ZHOU,108.386813,27.978978,G0056520010090,印江收费站,guizhou,RAMP_PLAZA,108.386813,27.978978,0
G6001520030020,高新中航黎阳,guizhou,,,G6001520030020,,,,,,G6001520030020,贵阳高新收费站,GUI_ZHOU,106.655083,26.699403,G6001520030020,贵阳高新收费站,guizhou,RAMP_PLAZA,106.655083,26.699403,0
S0020520010090,杨家洼,guizhou,,,S0020520010090,2110051726,杨家洼收费站,guizhou,104.37705,26.96791,S0020520010090,杨家洼收费站,GUI_ZHOU,104.377058,26.967761,S0020520010090,杨家洼收费站,guizhou,RAMP_PLAZA,104.377058,26.967761,0
G1011230040060,宾州,heilongjiang,128.100853,45.808936,G1011230040060,2110020434,宾州收费站,heilongjiang,127.46415,45.74216,G1011230040060,宾州收费站,HEI_LONG_JIANG,127.464127,45.742154,G1011230040060,宾州收费站,heilongjiang,RAMP_PLAZA,127.464127,45.742154,0
G5001500010110,百合,chongqing,106.613803,29.318362,G5001500010110,2110053622,百合收费站,chongqing,106.62838,29.31835,G5001500010110,百合收费站,CHONG_QING,106.628355,29.318379,G5001500010110,百合收费站,chongqing,RAMP_PLAZA,106.628355,29.318379,0
G0005130020070,大北城,hebei,115.606543,39.294216,G0005130020070,2110019954,大北城收费站,hebei,115.6123,39.29478,G0005130020070,大北城收费站,HE_BEI,115.612456,39.294825,G0005130020070,大北城收费站,hebei,RAMP_PLAZA,115.612456,39.294825,0
G0018150010040,窑沟,neimenggu,,,G0018150010040,2110061793,窑沟收费站,neimenggu,111.42244,39.82089,G0018150010040,窑沟收费站,NEI_MENG_GU,,,G0018150010040,窑沟收费站,neimenggu,RAMP_PLAZA,111.42244,39.82089,2
G0006150060020,临河新区,neimenggu,,,G0006150060020,2110016207,临河新区收费站,neimenggu,107.31171,40.79305,G0006150060020,临河新区收费站,NEI_MENG_GU,107.311798,40.79311,G0006150060020,临河新区收费站,neimenggu,RAMP_PLAZA,107.311798,40.79311,0
G0065150030080,蒙陕界,neimenggu,,,G0065150030080,,,,,,G0065150030080,蒙陕界收费站,NEI_MENG_GU,109.789719,39.155394,G0065150030080,蒙陕界收费站,neimenggu,PROVINCE_STATION_INDEPENDENT,109.789719,39.155394,0
G0059150010040,新店子北,neimenggu,,,G0059150010040,2110073850,新店子北收费站,neimenggu,112.04968,40.26381,G0059150010040,新店子北收费站,NEI_MENG_GU,112.049993,40.26407,G0059150010040,新店子北收费站,neimenggu,RAMP_PLAZA,112.049993,40.26407,0
G0601150010020,白塔,neimenggu,,,G0601150010020,2110016425,白塔收费站,neimenggu,111.89954,40.82335,G0601150010020,白塔收费站,NEI_MENG_GU,111.899517,40.823357,G0601150010020,白塔收费站,neimenggu,RAMP_PLAZA,111.899517,40.823357,0
G0005130050040,冀晋界井陉北主线,hebei,113.922648,38.072625,G0005130050040,,,,,,G0005130050040,冀晋界井陉北收费站,HE_BEI,114.185858,37.99039,G0005130050040,冀晋界井陉北收费站,hebei,PROVINCE_STATION_COMMON,114.185858,37.99039,0
G0095130070050,崇礼北,hebei,115.290234,40.99719,G0095130070050,2110019604,崇礼北收费站,hebei,115.29663,40.99862,G0095130070050,崇礼北收费站,HE_BEI,115.296415,40.998689,G0095130070050,崇礼北收费站,hebei,RAMP_PLAZA,115.296415,40.998689,0
